id,nombre,cargo,fecha_ini,grupo_parlamentario,n_legislatura,periodo_ini,periodo_fin,escolaridad,pre_academica,curp,correo,numero,ext,camara_diputados,sistema_legislativa,t_administrativa,foto
11,VÍCTOR ADRIÁN MARTÍNEZ TERRAZAS,INTEGRANTE,30/10/2024,PAN,LXVI,29/08/2021,31/08/2027,LICENCIATURA,ADMINISTRACIÓN DE EMPRESAS,N/A,adrian.martinez@diputados.gob.mx,5550360000,59889,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=444,https://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9229154,"Regidor de Cuernavaca, Morelos.
Regidor de Cuernavaca, Morelos.
Asesor del Congreso de Morelos.
Asesor del Congreso de Morelos.
Delegado federal de la Profeco en Morelos.
Secretario particular del Secretario de Planeación y Desarrollo del gobierno de Morelos.
Coordinador del Proyecto de la Oficina del Gobernador de Morelos.
Coordinador de Cultura en la Dirección de Atención a la Juventud de la Secretaría de Desarrollo Humano del gobierno de Cuernavaca, Morelos.
Coordinador del Programa de Becas a Jóvenes de Escasos Recursos en la Dirección de Gestoría Social de la Secretaría de Desarrollo Comunitario del gobierno de Cuernavaca, Morelos.",Integrantes/RyT/VICTOR_ADRIAN.jpg
12,ABRIL FERREYRO ROSADO,INTEGRANTE,30/10/2024,PAN,LXVI,29/08/2021,31/08/2027,LICENCIATURA,DISEÑO DE MODAS,N/A,abril.ferreyro@diputados.gob.mx,5550360000,59914,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=403,https://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9229120,"Directora de la Feria Yucatán en Xmatkuil.
Directora General del Instituto Promotor de Ferias de Yucatán.
Secretaria Ejecutiva del Comité Permanente del Carnaval de Mérida.
Secretaria Ejecutiva del Comité Permanente del Carnaval de Mérida
Diputada local en la LXIII Legislatura del Congreso de Yucatán. Vicepresidenta de la Comisión de Arte y Cultura. Secretaria de las comisiones de Derechos Humanos; y, Juventud, Cultura Física y Deporte.",Integrantes/RyT/ABRIL_FERREYRO.jpg
13,FIDEL DANIEL CHIMAL GARCÍA,INTEGRANTE,30/10/2024,PAN,LXVI,29/08/2021,31/08/2027,LICENCIATURA,COMUNICACIÓN SOCIAL,N/A,fidel.chimal@diputados.gob.mx,5550360000,59918,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=940,https://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9229147,"Secretario Técnico de la Comisión de Economía Social y Fomento del Cooperativismo de la Cámara de Diputados.
Coordinador de Asesores en la alcaldía Benito Juárez.
Secretario Técnico de la Comisión Registral y Notarial de la Asamblea Legislativa del Distrito Federal.
Subdirector de Coordinación Técnica.
Integrante del PAN.
Secretario general y presidente del Comité Directivo del PAN en la demarcación territorial Gustavo A. Madero.
Secretario de acción juvenil en la alcaldía Gustavo A. Madero.
Consejero regional del PAN en la Ciudad de México.
Integrante del Comité Directivo Regional del PAN en la Ciudad de México.",Integrantes/RyT/FIDEL_DANIEL.jpg
14,ADRIÁN GONZÁLEZ NAVEDA,SECRETARIO,30/10/2024,PT,LXVI,29/08/2021,31/08/2027,LICENCIATURA,CIENCIAS POLITICAS,N/A,adrian.gonzalez@diputados.gob.mx,5550360000,62067,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=280,https://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9228218#PerfiLegislador,"Director Regional de la Secretaria de Bienestar.
Secretario Técnico de la Comisión Especial Sur-Sureste en la LXIII Legislatura de la Cámara de Senadores.
Diputado local suplente en la LXV Legislatura del Congreso de Veracruz.
Licenciatura en Ciencia Política por el Instituto Tecnológico y de Estudios Superiores de Monterrey.",Integrantes/RyT/ADRIAN_GONZALEZ.jpg
15,BRÍGIDO RAMIRO MORENO HERNÁNDEZ,INTEGRANTE,"07/10/2021	",PT,LXV,29/08/2021,31/08/2027,LICENCIATURA,MÉDICO VETERINARIO ZOOTECNISTA,N/A,brigido.moreno@diputados.gob.mx,5550360000,62054,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=61,https://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9227300,"Secretario del Ayuntamiento de Acuña, Coahuila.
Subdelegado de Censos Económicos y Agropecuarios de la Secretaría de Programación y Presupuesto.
Regidor por el PT.
Síndico por la Unidad Democrática de Coahuila.
Fundador del Partido Unidad Democrática de Coahuila.
Presidente del Comité Ejecutivo Estatal del Partido Unidad Democrática de Coahuila.",Integrantes/RyT/BRIGIDO_RAMIRO.jpg
16,CLAUDIA RUIZ MASSIEU SALINAS,SECRETARÍA,30/10/2024,MC,LXVI,29/08/2021,31/08/2027,DOCTORADO,DERECHO,N/A,claudia.ruizmassieu@diputados.gob.mx,5550360000,62636,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=457,https://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9228774,"Secretaria de Relaciones Exteriores.
Secretaria de Turismo.
Coordinadora de Asesores del Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública en la Secretaría de Seguridad Pública
Coordinadora de Planeación, Desarrollo e Innovación Institucional de la PGR.
Senadora la LXIV y LXV legislaturas. Secretaria de la Comisión Jurisdiccional. Integrante de las comisiones de Puntos Constitucionales; de Justicia; de Relaciones Exteriores; y, Relaciones Exteriores, América del Norte.
Diputada federal en la LXI Legislatura. Secretaria de la Comisión de Gobernación. Integrante de las comisiones Desarrollo Metropolitano; de Hacienda y Crédito Público; y, Presupuesto y Cuenta Pública.
Diputada federal en la LIX Legislatura. Secretaria de la Mesa Directiva en el II año Legislativo. Presidenta de la Comisión de Justicia y Derechos Humanos. Secretaria de la Comisión de Gobernación. Integrante de las comisiones de Distrito Federal; y, Jurisdiccional y Puntos Constitucionales.
Precandidata a la Presidencia de la República por la coalición Va por México.
Presidenta del Comité Ejecutivo Nacional del PRI.
Dirigente de la Confederación Nacional de Organizaciones Populares.
Secretaria general del Comité Ejecutivo Nacional del PRI.
Candidata a senadora.
Coordinadora de Derechos Humanos y Transparencia en equipo de transición presidencial.
Secretaria coordinadora del Movimiento Nacional de Vinculación Ciudadana del PRI.
Vicepresidenta de Fundación Colosio en el Distrito Federal.
Subsecretaria del Movimiento de Vinculación Ciudadana de la Confederación Nacional de Organizaciones Populares.
Integrante del PRI.
Coordinadora del Movimiento Nacional de Vinculación Ciudadana de la Confederación Nacional de Organizaciones Populares.",Integrantes/RyT/CLAUDIA_RUIZ.jpg
17,RUBÉN IGNACIO MOREIRA VALDEZ,SECRETARIO,30/10/2024,PRI,LXVI,29/08/2021,31/08/2027,MAESTRIA,GOBERNANZA Y DERECHOS HUMANOS,N/A,ruben.moreira@diputados.gob.mx,5550360000,59410,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=364,https://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9229222,"Gobernador de Coahuila.
Subsecretario de Asuntos Políticos de la Secretaría de Gobierno del gobierno de Coahuila.
Subsecretario de Planeación Educativa de la Secretaría de Educación Pública del gobierno de Coahuila (SEPC).
Secretario del gobierno de Saltillo, Coahuila.
Director Jurídico de la SEPC.
Secretario Técnico del Consejo Estatal Electoral de Coahuila.
Director de Asuntos Políticos de la Secretaría de Gobierno del gobierno de Coahuila.
Secretario Particular del Secretario de Gobierno del gobierno de Coahuila.
Actuario del Tribunal Superior de Justicia de Coahuila.
Secretario de Acuerdo y Trámite de la Cuarta Sala del Tribunal Superior de Justicia de Coahuila.
Diputado federal en la LXV Legislatura. Coordinador del Grupo Parlamentario del PRI. Presidente de la Junta de Coordinación Política. Secretario de la Comisión de justicia y de la Sección Instructora. Integrante en las comisiones Jurisdiccional; Puntos Constitucionales; Relaciones Exteriores; Comité de Administración; Asuntos Frontera Norte; Defensa Nacional; Desarrollo Urbano y Ordenamiento Territorial; Gobernación y Población; y, Reforma Política-Electoral.
Diputado federal en la LXIV Legislatura. Presidente de la Comisión de Asuntos Frontera Norte. Secretario en la Primera Comisión de Trabajo: Gobernación, Puntos Constitucionales y Justicia. Integrante en las comisiones Asuntos Frontera Sur; y, Justicia.
Diputado federal en la LXI Legislatura. Presidente de la Comisión de Derechos Humanos. Integrante de las comisiones de Cultura; Defensa Nacional; Especial para Dar Seguimiento a las Agresión a Periodistas y Medios de Comunicación; Especial para Analizar el Presupuesto de Gastos Fiscales; y, Especial encargada de Vigilar el Correcto Uso de los Recursos en los Procesos Electorales.
Coordinador nacional territorial de campaña de candidata del PAN a la presidencia de la República.
Secretario general del Comité Ejecutivo Nacional (CEN) del PRI.
Secretario de organización del CEN del PRI.
Secretario de acción electoral del CEN del PRI.
Secretario de acción electoral del CEN de la Confederación Nacional de Organizaciones Populares.
Presidente del Comité Directivo Estatal (CDE) del PRI en Coahuila.
Secretario general adjunto del CDE del PRI en Coahuila.
Representante del PRI ante el Consejo Estatal Electoral de Coahuila.
Secretario de elecciones del Comité Directivo Municipal del PRI en Saltillo, Coahuila.
Consejero político nacional, estatal y municipal del PRI.
Integrante y asesor de la Confederación de Trabajadores de México.
Consejero político nacional de la Confederación Nacional Campesina del PRI.",Integrantes/RyT/RUBEN_IGNACIO.jpg
18,JOSÉ LUIS DURÁN REVELES,SECRETARIO,30/10/2024,PVEM,LXVI,29/08/2021,31/08/2027,MAESTRIA,ADMINISTRACIÓN DE NEGOCIOS CON ORIENTACIÓN EN FINANZAS,N/A, joseluis.duran@diputados.gob.mx,5550360000,68850,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=148,https://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=9228684,"Presidente municipal de Naucalpan de Juárez, estado de México.
Presidente municipal de Naucalpan de Juárez, estado de México.
Subsecretario de Comunicación Social de la Segob.
Diputado federal en la LV Legislatura.
Diputado local de la L Legislatura del Congreso del estado de México.",Integrantes/RyT/JOSE_LUIS.jpg
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
